source_file	gene	tissue	twas_p	twas_fdr	twas_z_or_effect	prediction_model_n_snps	model_type	fdr_supported	multi_snp_supported	one_snp_supported	overlaps_MAGMA_top50	overlaps_MAGMA_top100	overlaps_MAGMA_Bonferroni	overlaps_MAGMA_FDR05	overlaps_MAGMA_suggestive	recommended_evidence_status	allowed_interpretation	not_allowed_interpretation	notes
results/tables/phase4_step1_twas_proxy_gene_table.tsv	GNL3	GTEx_v8_Kidney_Cortex	4.16699580898785e-07	0.000225889054627223	-5.06116628646851	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	DNAJB11	GTEx_v8_Kidney_Cortex	7.7209942023165e-07	0.000383669070236777	-4.94229078292847	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TRIOBP	GTEx_v8_Kidney_Cortex	1.09100042953627e-06	0.000500433504717289	-4.87447166442871	1	one_snp_proxy	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	MAPT	GTEx_v8_Kidney_Cortex	4.70999488646574e-06	0.00200612139342823	-4.57730722427368	1	one_snp_proxy	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	HLF	GTEx_v8_Kidney_Cortex	7.84699520244363e-06	0.00311944215947809	4.46931648254395	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	USP40	GTEx_v8_Kidney_Cortex	9.66498979461654e-06	0.00360202088408115	4.42453575134277	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	NEK4	GTEx_v8_Kidney_Cortex	1.05899949073887e-05	0.00371459644898581	-4.40476226806641	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	SIK2	GTEx_v8_Kidney_Cortex	1.7209994283531e-05	0.00570128866181641	-4.29831695556641	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	F12	GTEx_v8_Kidney_Cortex	1.89400049684174e-05	0.00594417103298279	4.27703380584717	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ZNF468	GTEx_v8_Kidney_Cortex	2.03300103612132e-05	0.00606139258919571	-4.26123523712158	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	SLC41A1	GTEx_v8_Kidney_Cortex	2.20988731299287e-05	0.00627502764160785	4.24255563690783	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	RP11-298J23.10	GTEx_v8_Kidney_Cortex	2.46058201743914e-05	0.00666929571363165	4.21838519494118	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	SF3B1	GTEx_v8_Kidney_Cortex	3.56300280635931e-05	0.0088204776803022	4.13413095474243	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	SYT14	GTEx_v8_Kidney_Cortex	3.56400149428884e-05	0.0088204776803022	4.13406658172607	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	DDAH2	GTEx_v8_Kidney_Cortex	3.6980033876833e-05	0.0088204776803022	4.12558078765869	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	MED13	GTEx_v8_Kidney_Cortex	5.82693524327275e-05	0.0133638518675521	-4.01971190094042	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	NDUFAF1	GTEx_v8_Kidney_Cortex	6.70900165892236e-05	0.0148169544045015	3.98637652397156	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	GIPC1	GTEx_v8_Kidney_Cortex	7.77499983172438e-05	0.0165579728559187	3.95123171806335	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	LUZP1	GTEx_v8_Kidney_Cortex	8.86200118681673e-05	0.0182221079575821	-3.9198067188263	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ARL15	GTEx_v8_Kidney_Cortex	9.36700368859741e-05	0.0186184809983688	3.90642929077149	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ADD3	GTEx_v8_Kidney_Cortex	0.000106800009724083	0.0205434986446679	-3.87459993362427	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TIMM8B	GTEx_v8_Kidney_Cortex	0.000144599950880675	0.0253953651138083	-3.80016469955444	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	SDHD	GTEx_v8_Kidney_Cortex	0.000144599950880676	0.0253953651138083	-3.80016469955444	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TNXB	GTEx_v8_Kidney_Cortex	0.000144800002325924	0.0253953651138083	-3.79982209205627	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TMBIM1	GTEx_v8_Kidney_Cortex	0.000173703285755516	0.0295940769417183	3.75447773237444	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	RNASEH2C	GTEx_v8_Kidney_Cortex	0.000180000076387032	0.0298150126526631	-3.7455484867096	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	PPHLN1	GTEx_v8_Kidney_Cortex	0.000188000010954454	0.0302984882519299	-3.73461842536926	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	FHL3	GTEx_v8_Kidney_Cortex	0.000199300064500456	0.0308137941214359	3.71990203857422	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	FNIP2	GTEx_v8_Kidney_Cortex	0.00020259993651826	0.0308137941214359	-3.71575236320496	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	STMN3	GTEx_v8_Kidney_Cortex	0.000206699943796317	0.0308137941214359	3.71068406105042	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TRPV6	GTEx_v8_Kidney_Cortex	0.000223399908711187	0.0322515790633361	3.69097065925598	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ARPC2	GTEx_v8_Kidney_Cortex	0.000227161885067939	0.0322515790633361	-3.68672132042099	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	SPI1	GTEx_v8_Kidney_Cortex	0.00024189990668106	0.0335453289195154	3.67068648338318	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	DHX16	GTEx_v8_Kidney_Cortex	0.00027518689604683	0.0365693698553539	3.63760324421671	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	CHAC1	GTEx_v8_Kidney_Cortex	0.000275972101876727	0.0365693698553539	-3.63686908556961	2	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	HLA-DOB	GTEx_v8_Kidney_Cortex	0.000294799773447556	0.0382150228058212	-3.61982724126098	3	multi_snp_proxy	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	stronger_proxy_annotation	Stronger Kidney_Cortex proxy annotation than one-SNP models, but still not papilla-specific regulatory or causal evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	MPHOSPH9	GTEx_v8_Kidney_Cortex	0.000329799918223508	0.0418424874971654	-3.59069299697876	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	S100A16	GTEx_v8_Kidney_Cortex	0.000340299892988051	0.0422751721226614	3.58251667022705	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ANKRD6	GTEx_v8_Kidney_Cortex	0.000401799999694127	0.0485692005624065	-3.53889870643616	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	RP11-116D17.3	GTEx_v8_Kidney_Cortex	0.000408100024645573	0.0485692005624065	3.53478956222534	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TMC4	GTEx_v8_Kidney_Cortex	0.000415399837109295	0.0485692005624065	3.53010177612305	1	one_snp_proxy	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	proxy_annotation_only	Kidney_Cortex proxy annotation only; high-risk one-SNP model and not a driver of candidate priority alone.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Retain for transparent TWAS annotation with claim downgrade.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	TRIM16L	GTEx_v8_Kidney_Cortex	0.000443499880208776	0.0508574958785563	-3.51274681091309	1	not_fdr_supported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	do_not_use_for_claim	Not FDR-supported in GTEx Kidney_Cortex S-PrediXcan; do not use as positive evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Not FDR-supported; keep in table for audit completeness only.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	PHC3	GTEx_v8_Kidney_Cortex	0.000476099953988769	0.0531357421657751	3.49385476112366	1	not_fdr_supported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	do_not_use_for_claim	Not FDR-supported in GTEx Kidney_Cortex S-PrediXcan; do not use as positive evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Not FDR-supported; keep in table for audit completeness only.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ABCB9	GTEx_v8_Kidney_Cortex	0.000485299970625203	0.0531357421657751	-3.48874163627625	1	not_fdr_supported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	do_not_use_for_claim	Not FDR-supported in GTEx Kidney_Cortex S-PrediXcan; do not use as positive evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Not FDR-supported; keep in table for audit completeness only.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	ARL6IP4	GTEx_v8_Kidney_Cortex	0.000490099919355631	0.0531357421657751	3.48610973358154	1	not_fdr_supported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	do_not_use_for_claim	Not FDR-supported in GTEx Kidney_Cortex S-PrediXcan; do not use as positive evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Not FDR-supported; keep in table for audit completeness only.
results/tables/phase4_step1_twas_proxy_gene_table.tsv	CREM	GTEx_v8_Kidney_Cortex	0.000538600095249587	0.0549900247787721	3.46078634262085	1	not_fdr_supported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	do_not_use_for_claim	Not FDR-supported in GTEx Kidney_Cortex S-PrediXcan; do not use as positive evidence.	Causal gene validation; papilla-specific regulatory inference; target prioritization by TWAS alone.	Not FDR-supported; keep in table for audit completeness only.
